,FileName,Label,ClassName
387,C:\Users\nivmizrahi\PycharmProjects\PRO\books\William Harrison Ainsworth\William+Harrison+Ainsworth-16215-16215-8.Txt,102,William Harrison Ainsworth
388,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Emile Gaboriau\Emile+Gaboriau-4604-4604.Txt,28,Emile Gaboriau
389,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Anthony Trollope\Anthony+Trollope-18000-18000-8.Txt,5,Anthony Trollope
390,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Emile Gaboriau\Emile+Gaboriau-3802-3802.Txt,28,Emile Gaboriau
391,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Anthony Trollope\Anthony+Trollope-27712-27712-8.Txt,5,Anthony Trollope
392,C:\Users\nivmizrahi\PycharmProjects\PRO\books\L M Montgomery\L+M+Montgomery-24878-24878-8.Txt,65,L M Montgomery
393,C:\Users\nivmizrahi\PycharmProjects\PRO\books\George Meredith\George+Meredith-4452-4452.Txt,41,George Meredith
394,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Leo Tolstoy\Leo+Tolstoy-1938-Resur10.Txt,67,Leo Tolstoy
395,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Edgar Allan Poe\Edgar+Allan+Poe-2147-2147-8.Txt,19,Edgar Allan Poe
396,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Mrs Oliphant\Mrs+Oliphant-2553-2553-8.Txt,76,Mrs Oliphant
397,C:\Users\nivmizrahi\PycharmProjects\PRO\books\G A Henty\G+A+Henty-5128-5128.Txt,36,G A Henty
398,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Anthony Trollope\Anthony+Trollope-27533-27533-8.Txt,5,Anthony Trollope
399,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Zane Grey\Zane+Grey-2066-2066.Txt,105,Zane Grey
400,C:\Users\nivmizrahi\PycharmProjects\PRO\books\G A Henty\G+A+Henty-30457-30457-8.Txt,36,G A Henty
401,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Frederick Marryat\Frederick+Marryat-12954-12954-8.Txt,35,Frederick Marryat
402,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Jules Verne\Jules+Verne-29413-29413-8.Txt,64,Jules Verne
403,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Edward Bulwer Lytton Lytton\Edward+Bulwer+Lytton+Lytton-1565-1565.Txt,23,Edward Bulwer Lytton Lytton
404,C:\Users\nivmizrahi\PycharmProjects\PRO\books\H G Wells\H+G+Wells-11502-11502.Txt,47,H G Wells
405,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Charlotte Mary Yonge\Charlotte+Mary+Yonge-5708-Stprl10.Txt,14,Charlotte Mary Yonge
406,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Anthony Trollope\Anthony+Trollope-4969-4969.Txt,5,Anthony Trollope
407,C:\Users\nivmizrahi\PycharmProjects\PRO\books\G A Henty\G+A+Henty-18357-18357.Txt,36,G A Henty
408,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Bernard Shaw\Bernard+Shaw-3328-3328.Txt,11,Bernard Shaw
409,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Sax Rohmer\Sax+Rohmer-1183-1183.Txt,87,Sax Rohmer
410,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Arthur Conan Doyle\Arthur+Conan+Doyle-11247-11247-8.Txt,8,Arthur Conan Doyle
411,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Anton Pavlovich Chekhov\Anton+Pavlovich+Chekhov-13418-13418-8.Txt,6,Anton Pavlovich Chekhov
412,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Benjamin Disraeli\Benjamin+Disraeli-3760-Sybil10.Txt,10,Benjamin Disraeli
413,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Walter Scott\Walter+Scott-4966-Wvrly10A.Txt,98,Walter Scott
414,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Jules Verne\Jules+Verne-10339-10339-8.Txt,64,Jules Verne
415,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Herman Melville\Herman+Melville-15422-15422-8.Txt,51,Herman Melville
416,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Elinor Glyn\Elinor+Glyn-11624-11624.Txt,24,Elinor Glyn
417,C:\Users\nivmizrahi\PycharmProjects\PRO\books\David Hume\David+Hume-19212-19212-8.Txt,16,David Hume
418,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Grace S Richmond\Grace+S+Richmond-13209-13209-8.Txt,44,Grace S Richmond
419,C:\Users\nivmizrahi\PycharmProjects\PRO\books\John Galsworthy\John+Galsworthy-4397-4397.Txt,59,John Galsworthy
420,C:\Users\nivmizrahi\PycharmProjects\PRO\books\L M Montgomery\L+M+Montgomery-5342-Strgl10.Txt,65,L M Montgomery
421,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Angela Brazil\Angela+Brazil-28854-28854-8.Txt,3,Angela Brazil
422,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Zane Grey\Zane+Grey-2070-2070.Txt,105,Zane Grey
423,C:\Users\nivmizrahi\PycharmProjects\PRO\books\P G Wodehouse\P+G+Wodehouse-3756-3756.Txt,79,P G Wodehouse
